"flight_id","origin_airport_id","destination_airport_id","airline_id","passengers","freight","mail","distance","ramp_to_ramp","air_time","seats","payload","aircraft_group","aircraft_type","aircraft_config","class"
102,10627,11292,20304,1568,0,0,516,3862,3004,1900,506000,6,629,1,"F"
103,10627,11292,20436,3289,0,0,516,2178,1641,3960,798000,6,694,1,"F"
104,10643,11292,21477,308,0,0,665,1086,942,450,67500,6,675,1,"F"
105,10693,11292,19393,619,1612,0,1014,830,736,715,161000,6,619,1,"F"
106,10693,11292,19393,8402,30930,0,1014,8380,7428,9100,2256800,6,614,1,"F"
107,10693,11292,19393,11708,48139,0,1014,13740,12221,12298,2975600,6,612,1,"F"
108,10693,11292,20304,1573,0,0,1014,4640,3998,1890,503500,6,631,1,"F"
109,10693,11292,20304,1878,0,0,1014,4531,3928,1976,395200,6,673,1,"F"
110,10693,11292,20436,2812,0,0,1014,2693,2322,2880,578400,6,694,1,"F"
111,10693,11292,20436,2967,0,0,1014,2221,1912,3220,644000,6,699,1,"F"
112,10693,11292,20452,525,0,0,1014,1361,1096,560,152736,6,677,1,"F"
113,10713,11292,19393,217,0,0,649,214,166,286,64400,6,619,1,"F"
114,10713,11292,19393,3865,2184,0,649,2416,2030,4200,1041600,6,614,1,"F"
115,10713,11292,19393,4737,917,0,649,3676,3063,5291,1280200,6,612,1,"F"
116,10713,11292,19977,738,471,0,649,540,437,750,178092,6,694,1,"F"
117,10713,11292,19977,877,0,0,649,783,646,896,235841,6,698,1,"F"
118,10713,11292,19977,3522,201,0,649,2464,1993,3972,971593,6,614,1,"F"
119,10713,11292,19977,3699,660,0,649,2362,1927,4117,1053224,6,634,1,"F"
120,10713,11292,20304,852,0,0,649,2460,1834,1050,283500,6,629,1,"F"
121,10713,11292,20304,2826,0,0,649,4704,3576,3040,608000,6,673,1,"F"
122,10721,11292,19393,4330,22565,0,1754,7495,6622,4725,1171800,6,614,1,"F"
123,10721,11292,19393,8179,45759,0,1754,16688,14982,8866,2145200,6,612,1,"F"
124,10721,11292,19977,127,0,1858,1754,258,235,128,31999,6,698,1,"F"
125,10721,11292,19977,4020,2585,11777,1754,6766,6127,4138,1000021,6,614,1,"F"
126,10721,11292,19977,4612,2301,13670,1754,8321,7568,4800,1139462,6,694,1,"F"
127,10721,11292,19977,10011,4761,12668,1754,15537,13970,10561,2571316,6,634,1,"F"
128,10721,11292,20409,7738,0,0,1754,15159,13613,8550,2131800,6,694,1,"F"
