"flight_id","origin_airport_id","destination_airport_id","airline_id","passengers","freight","mail","distance","ramp_to_ramp","air_time","seats","payload","aircraft_group","aircraft_type","aircraft_config","class"
129,10747,11292,21161,15,0,0,1049,162,151,179,75830,6,617,1,"L"
130,10800,11292,19393,10876,8337,0,850,10553,8889,11726,2837200,6,612,1,"F"
131,10800,11292,19977,333,0,0,850,387,329,486,122849,6,614,1,"F"
132,10800,11292,19977,630,94,0,850,915,776,896,211673,6,698,1,"F"
133,10800,11292,20304,1059,0,0,850,3528,2812,1200,324000,6,629,1,"F"
134,10800,11292,20304,1532,0,0,850,3294,2614,1748,349600,6,673,1,"F"
135,10800,11503,21352,4,0,0,735,234,210,16,4000,6,684,1,"L"
136,10821,11292,19393,4751,15999,0,1491,9261,8474,5863,1418600,6,612,1,"F"
137,10821,11292,19393,19734,43848,0,1491,28980,26297,22400,5555200,6,614,1,"F"
138,10821,11292,19977,368,133,0,1491,680,635,384,107090,6,698,1,"F"
139,10821,11292,19977,1215,38,3161,1491,2143,1909,1350,310348,6,694,1,"F"
140,10821,11292,19977,1750,78,3181,1491,2505,2261,1826,439369,6,614,1,"F"
141,10821,11292,19977,6129,963,43297,1491,8392,7529,6623,1647839,6,634,1,"F"
142,10849,11292,19977,84,0,0,524,107,67,150,36804,6,694,1,"F"
143,10849,11292,19977,509,0,0,524,365,291,704,164811,6,634,1,"F"
144,10849,11292,19977,1451,0,0,524,1884,1335,2432,663289,6,698,1,"F"
145,10849,11292,19977,6757,66,0,524,4969,3842,9284,2281158,6,614,1,"F"
146,10849,11292,20304,136,0,0,524,325,211,210,56220,6,631,1,"F"
147,10849,11292,20304,1377,0,0,524,2938,2238,1500,401500,6,629,1,"F"
148,10849,11292,20436,1648,0,0,524,1276,902,1950,390000,6,698,1,"F"
149,10849,11292,20500,177,0,0,524,268,206,210,52830,6,631,1,"F"
150,10925,11292,21599,321,0,0,221,3581,3117,408,81600,4,479,1,"F"
151,10950,11292,21599,193,0,0,277,2085,1772,208,41600,4,479,1,"F"
152,10950,11292,21599,385,0,0,277,4148,3385,416,104000,4,458,1,"F"
153,10950,14107,21599,77,0,0,328,946,831,80,16000,4,479,1,"F"
154,10950,14107,21599,117,0,0,328,1409,1220,128,32000,4,458,1,"F"
155,10994,11292,19393,107,85,0,1449,292,248,143,32200,6,619,1,"F"
156,10994,11292,19393,624,0,0,1449,841,768,700,173600,6,614,1,"F"
157,10994,11292,19393,2635,279,0,1449,5079,4581,3289,795800,6,612,1,"F"
158,11003,11292,19977,395,31,0,692,508,405,600,125284,6,694,1,"F"
159,11003,11292,19977,3950,210,0,692,5008,4110,5248,1380308,6,698,1,"F"
160,11003,11292,20237,290,0,0,692,944,759,350,77826,6,675,1,"F"
161,11003,11292,20304,596,0,0,692,1726,1383,700,185500,6,629,1,"F"
162,11003,11292,20436,425,0,0,692,364,289,450,90000,6,698,1,"F"
163,11003,11292,20436,2259,0,0,692,1661,1337,2340,471600,6,694,1,"F"
164,11042,11292,19393,139,1026,0,1201,176,164,143,32200,6,619,1,"F"
165,11042,11292,19393,1150,3842,0,1201,1276,1165,1225,303800,6,614,1,"F"
166,11042,11292,19393,2872,7027,0,1201,4005,3632,3146,761200,6,612,1,"F"
167,11042,11292,19977,5316,477,8776,1201,6065,5335,5716,1309313,6,634,1,"F"
168,11042,11292,19977,7395,482,11828,1201,8905,7950,7944,1887524,6,614,1,"F"
169,11042,11292,20304,421,0,0,1201,1198,1029,456,91200,6,673,1,"F"
170,11042,11292,20436,5709,0,0,1201,5787,5062,6900,1380000,6,699,1,"F"
171,11042,11292,20452,200,0,0,1201,578,523,210,57276,6,677,1,"F"
172,11057,11292,19805,30654,10717,119515,1337,37846,32669,33660,9306000,6,699,1,"F"
173,11057,11292,19977,446,130,0,1337,627,544,486,116827,6,614,1,"F"
174,11057,11292,19977,852,99,0,1337,1037,907,895,219754,6,634,1,"F"
175,11057,11292,19977,2770,73,0,1337,5458,4872,3200,792164,6,698,1,"F"
176,11057,11292,19977,2835,851,0,1337,4026,3612,3000,682346,6,694,1,"F"
177,11057,11292,20304,503,0,0,1337,1612,1380,532,106400,6,673,1,"F"
178,11057,11292,20436,4265,0,0,1337,6232,5512,4500,900000,6,698,1,"F"
179,11066,10325,21652,0,0,0,1166,174,162,12,2400,6,688,1,"L"
180,11066,11292,19393,8200,33657,0,1154,10942,9927,8723,2110600,6,612,1,"F"
181,11066,11292,19977,540,484,366,1154,756,668,600,136041,6,694,1,"F"
182,11066,11292,19977,577,225,1540,1154,720,653,664,155101,6,614,1,"F"
183,11066,11292,19977,1932,252,8621,1154,3079,2732,2176,557128,6,698,1,"F"
184,11066,11292,20304,724,0,0,1154,2014,1699,760,152000,6,673,1,"F"
185,11066,11292,20436,4684,0,0,1154,5675,4752,5400,1082400,6,694,1,"F"
186,11066,11292,20452,104,0,0,1154,382,334,152,43606,6,673,1,"F"
187,11066,11292,20452,1450,0,0,1154,4331,3727,1609,439116,6,677,1,"F"
188,11092,11292,21599,264,0,0,283,4650,3997,448,89600,4,479,1,"F"
189,11097,11292,20237,1104,0,0,391,2350,1760,1450,322422,6,675,1,"F"
190,11097,11292,20304,35,0,0,391,91,61,50,13500,6,629,1,"F"
191,11109,10397,19790,160,0,0,1184,166,148,199,49760,6,622,1,"F"
192,11109,10397,19790,4155,4997,0,1184,4653,4007,4477,1088612,6,694,1,"F"
193,11109,10466,20368,1257,0,0,543,924,696,1404,909000,6,698,1,"F"
194,11109,11292,19393,120,0,0,73,34,19,175,43400,6,614,1,"F"
195,11109,11292,19393,281,2628,0,73,83,41,286,69200,6,612,1,"F"
196,11109,11292,19805,150,450,266,73,42,20,160,40400,6,614,1,"F"
197,11109,11292,19930,156,0,0,73,48,19,178,41080,6,634,1,"F"
198,11109,11292,20237,801,0,0,73,845,381,900,200124,6,675,1,"F"
199,11109,11292,20304,125,0,0,73,84,38,140,37480,6,631,1,"F"
200,11109,11292,20304,5618,0,0,73,5910,2532,6350,1697000,6,629,1,"F"
201,11109,11292,20304,5911,0,0,73,4135,1873,6840,1368000,6,673,1,"F"
202,11109,11292,20452,73,0,0,73,43,17,76,21803,6,673,1,"F"
203,11109,11292,20452,1667,0,0,73,1191,534,1890,515484,6,677,1,"F"
204,11109,11298,19790,139,0,0,592,91,75,160,38879,6,694,1,"F"
205,11109,11298,19805,133,0,0,592,97,78,160,39900,6,614,1,"F"
206,11109,11298,19805,14255,0,0,592,12594,9404,16380,4234700,6,655,1,"F"
207,11109,11921,20107,0,125368,0,207,290,215,0,377317,6,622,2,"G"
208,11109,12266,20304,1822,0,0,809,4063,3280,2100,562200,6,631,1,"F"
209,11109,12266,20366,962,0,0,809,3134,2557,1200,240000,6,675,1,"F"
210,11109,12266,20452,2188,0,0,809,4877,3992,2520,687312,6,677,1,"F"
211,11109,12278,19805,124,0,0,403,117,85,140,39400,6,655,1,"F"
212,11109,12889,20368,1268,0,0,604,1038,786,1494,360000,6,655,1,"F"
213,11109,12889,20436,3208,0,0,604,2971,2372,3900,780000,6,698,1,"F"
214,11109,12892,20304,363,0,0,834,941,740,456,91200,6,673,1,"F"
215,11109,12892,20304,2274,0,0,834,8810,6868,2700,729000,6,629,1,"F"
216,11109,12892,20436,1388,0,0,834,1572,1308,1650,330000,6,698,1,"F"
217,11109,12992,20304,0,0,0,746,143,97,50,13500,6,629,1,"F"
218,11109,13204,20436,4166,0,0,1520,6180,5492,4500,900000,6,698,1,"F"
219,11109,13244,20107,0,576847,0,854,2790,2357,0,1385637,6,622,2,"G"
220,11109,13486,20304,0,0,0,734,137,100,50,13500,6,629,1,"F"
221,11109,13930,20304,1487,0,0,911,5408,4377,1750,469000,6,629,1,"F"
222,11109,13930,20304,1880,0,0,911,4492,3481,2128,425600,6,673,1,"F"
223,11109,13930,20366,1158,0,0,911,4293,3443,1400,280000,6,675,1,"F"
224,11109,13930,20436,2198,0,0,911,2766,2215,2850,570000,6,698,1,"F"
225,11109,14107,20436,3970,0,0,551,3028,2451,4500,900000,6,698,1,"F"
226,11109,14747,19687,1004,0,0,1068,2946,2327,1140,271500,6,673,1,"F"
227,11109,14747,20304,1007,0,0,1068,2765,2376,1140,228000,6,673,1,"F"
228,11109,14771,20436,917,0,0,964,1351,1146,1200,240000,6,698,1,"F"
229,11109,14869,20304,2603,0,0,411,6026,4465,2850,759000,6,629,1,"F"
230,11109,15016,20366,47,0,0,773,144,124,50,10000,6,675,1,"F"
231,11109,15376,20304,46,0,0,580,104,85,50,13500,6,629,1,"F"
232,11109,15570,20368,156,0,0,761,132,120,215,95000,6,622,1,"L"
233,11109,16091,20402,0,0,0,1136,160,140,173,42500,6,614,1,"L"
234,11122,11292,19790,103,492,0,230,83,54,110,29900,6,608,1,"F"
235,11122,11292,20237,2116,0,0,230,3628,2361,2850,633726,6,675,1,"F"
236,11122,11292,20304,48,0,0,230,56,41,50,13500,6,629,1,"F"
237,11122,11292,20500,3257,0,0,230,3752,2471,4340,1091820,6,631,1,"F"
238,11122,12094,20107,0,40688,0,172,1796,1630,0,84000,4,416,2,"G"
239,11193,11292,19790,2486,1529,1008,1069,3959,3556,2640,717600,6,608,1,"F"
240,11193,11292,19977,112,106,0,1069,326,294,300,72444,6,694,1,"F"
241,11193,11292,19977,438,24,0,1069,670,572,512,143189,6,698,1,"F"
242,11193,11292,20190,0,627144,0,1069,3922,3343,0,1668260,6,617,2,"P"
243,11193,11292,20304,530,0,0,1069,1431,1243,560,149920,6,631,1,"F"
244,11193,11292,20304,1650,0,0,1069,4319,3722,1748,349600,6,673,1,"F"
245,11193,11292,20363,143,0,0,1069,361,326,152,43004,6,638,1,"F"
246,11193,11292,20368,1874,0,0,1069,2238,1986,2028,1313000,6,698,1,"F"
247,11193,11292,20436,134,0,0,1069,162,143,150,30000,6,698,1,"F"
248,11193,11292,20436,9470,0,0,1069,10453,8838,10620,2145600,6,694,1,"F"
249,11193,11292,20500,1602,0,0,1069,4439,3827,1750,440250,6,631,1,"F"
250,11233,11292,19393,175,252,0,90,40,23,175,43400,6,614,1,"F"
251,11233,11292,19393,278,1614,0,90,96,45,286,69200,6,612,1,"F"
252,11233,11292,20358,14,0,0,90,199,133,95,22500,4,405,1,"F"
253,11259,11109,19393,141,1280,0,602,162,137,143,34600,6,612,1,"F"
254,11259,11292,19393,1910,8741,0,651,1585,1353,2002,450800,6,619,1,"F"
255,11259,11292,19393,4063,12170,0,651,2923,2385,4375,1085000,6,614,1,"F"
256,11259,11292,19393,21532,45317,0,651,18506,15355,22737,5501400,6,612,1,"F"
257,11267,11292,20304,1309,0,0,1085,3681,3245,1520,304000,6,673,1,"F"
258,11267,11292,20500,2229,0,0,1085,6388,5509,2520,633960,6,631,1,"F"
259,11278,11109,20304,0,0,0,1487,218,191,76,15200,6,673,1,"F"
260,11278,11292,19977,314,0,0,1476,471,413,332,77848,6,614,1,"F"
261,11278,11292,19977,4629,167,0,1476,6544,5733,5012,1094514,6,634,1,"F"
262,11278,11292,20436,1287,0,0,1476,2283,1999,1500,300000,6,698,1,"F"
263,11278,11292,20436,13523,0,0,1476,18690,16280,14400,2924400,6,694,1,"F"
264,11283,11292,20225,116,0,0,292,1692,1405,570,144400,4,456,1,"F"
265,11292,10140,19393,49,173,0,349,135,101,350,86800,6,614,1,"F"
266,11292,10140,19393,128,0,0,349,65,51,143,32200,6,619,1,"F"
267,11292,10140,19393,9727,5786,0,349,5645,4250,11869,2871800,6,612,1,"F"
268,11292,10140,19977,144,0,0,349,66,52,150,36640,6,694,1,"F"
269,11292,10140,19977,2324,316,0,349,1167,831,2656,641859,6,614,1,"F"
270,11292,10140,19977,2665,466,0,349,1203,851,3043,718383,6,634,1,"F"
271,11292,10140,20237,1694,0,0,349,2755,1957,1800,400248,6,675,1,"F"
272,11292,10140,20304,70,0,0,349,78,52,70,18740,6,631,1,"F"
273,11292,10140,20304,1087,0,0,349,1801,1269,1150,307000,6,629,1,"F"
274,11292,10140,20304,1345,0,0,349,1596,1102,1596,319200,6,673,1,"F"
275,11292,10140,20452,193,0,0,349,226,152,228,65409,6,673,1,"F"
276,11292,10140,20452,1203,0,0,349,1451,996,1330,362748,6,677,1,"F"
277,11292,10140,20500,265,0,0,349,279,210,280,70440,6,631,1,"F"
278,11292,10194,20107,0,620058,0,626,1954,1532,0,1201649,6,622,2,"G"
279,11292,10221,21599,312,0,0,180,3084,2471,408,81600,4,479,1,"F"
280,11292,10257,19393,4156,7094,0,1610,6067,5545,4290,1038000,6,612,1,"F"
281,11292,10272,21599,506,0,0,179,4687,3711,624,124800,4,479,1,"F"
282,11292,10279,20237,2043,0,0,359,3858,2716,2600,578136,6,675,1,"F"
283,11292,10279,20304,119,0,0,359,219,160,150,40500,6,629,1,"F"
284,11292,10299,19977,7770,7890,8660,2405,17289,16036,8774,1942938,6,614,1,"F"
285,11292,10372,20304,9173,0,0,125,8558,4771,12180,3255800,6,631,1,"F"
286,11292,10397,19393,1056,882,0,1199,1546,1340,1287,289800,6,619,1,"F"
287,11292,10397,19393,5318,1325,0,1199,5598,4851,5775,1432200,6,614,1,"F"
288,11292,10397,19393,12813,12117,0,1199,16717,14467,14157,3425400,6,612,1,"F"
289,11292,10397,19790,4,0,0,1199,153,132,132,34446,6,698,1,"F"
290,11292,10397,19790,62,0,0,1199,167,143,72,49760,6,622,1,"L"
291,11292,10397,19790,129,0,0,1199,173,152,192,50700,6,699,1,"F"
292,11292,10397,19790,6096,2003,1784,1199,6050,5287,6480,1767240,8,888,1,"F"
293,11292,10397,19790,9463,9093,3993,1199,9443,7994,10429,2736800,6,622,1,"F"
294,11292,10397,19790,21215,14547,10815,1199,24814,21350,22923,5541250,6,656,1,"F"
295,11292,10397,19977,275,1391,2529,1199,338,296,300,70337,6,694,1,"F"
296,11292,10397,19977,358,472,5334,1199,528,440,384,106955,6,698,1,"F"
297,11292,10397,19977,3610,2093,21199,1199,4310,3666,4126,1018725,6,614,1,"F"
298,11292,10397,19977,4615,3997,41631,1199,5065,4241,5191,1251431,6,634,1,"F"
299,11292,10397,20304,62,0,0,1199,210,183,70,18740,6,631,1,"F"
300,11292,10397,20304,359,0,0,1199,928,791,380,76000,6,673,1,"F"
301,11292,10397,20436,4042,0,0,1199,5250,4502,4500,900000,6,698,1,"F"
302,11292,10397,20436,4906,0,0,1199,5404,4443,5400,1083600,6,694,1,"F"
303,11292,10397,20452,308,0,0,1199,872,738,350,95460,6,677,1,"F"
304,11292,10397,20500,2565,0,0,1199,7608,6287,3010,757230,6,631,1,"F"
305,11292,10409,20354,40,0,0,519,86,67,50,10841,6,675,1,"F"
306,11292,10423,19393,506,505,0,775,479,411,566,128800,6,619,1,"F"
307,11292,10423,19393,5118,2890,0,775,4041,3350,5775,1432200,6,614,1,"F"
308,11292,10423,19393,13592,8150,0,775,12506,10558,15158,3667600,6,612,1,"F"
309,11292,10423,19977,642,24,1027,775,957,822,1024,282418,6,698,1,"F"
310,11292,10423,19977,2007,56,1459,775,1698,1393,2288,577161,6,614,1,"F"
311,11292,10423,19977,3070,610,7504,775,2883,2440,3600,859025,6,694,1,"F"
312,11292,10423,19977,3576,27,7209,775,3137,2540,4463,1200038,6,634,1,"F"
313,11292,10423,20304,69,0,0,775,151,129,76,15200,6,673,1,"F"
314,11292,10423,20436,5791,0,0,775,3878,3036,6900,1380000,6,699,1,"F"
315,11292,10423,20452,1616,0,0,775,3439,2763,1890,515484,6,677,1,"F"
316,11292,10423,20500,3165,0,0,775,6122,4926,3430,862890,6,631,1,"F"
317,11292,10529,19393,1296,8211,0,1671,1846,1684,1575,390600,6,614,1,"F"
318,11292,10529,19393,2247,6073,0,1671,4452,4045,3003,726600,6,612,1,"F"
319,11292,10529,19977,1038,500,9731,1671,1777,1538,1200,284532,6,694,1,"F"
320,11292,10529,19977,2543,118,22653,1671,4775,4283,2816,759201,6,698,1,"F"
321,11292,10558,20225,343,0,0,150,2489,1733,1350,342000,4,456,1,"F"
322,11292,10559,19917,0,18239,5737,1026,164,138,0,79755,6,622,2,"G"
323,11292,10561,20304,1970,0,0,845,8538,7022,2800,756000,6,629,1,"F"
324,11292,10590,20422,286,0,0,632,473,369,324,82501,6,614,1,"L"
325,11292,10599,20304,1537,0,0,1083,4181,3467,1820,487240,6,631,1,"F"
326,11292,10599,20452,112,0,0,1083,291,251,152,43606,6,673,1,"F"
327,11292,10599,20452,1891,0,0,1083,5091,4255,2240,610944,6,677,1,"F"
328,11292,10620,19917,0,1175210,26302,455,1514,1151,0,1849732,6,691,2,"G"
329,11292,10620,19977,154,55,23,455,94,66,179,48470,6,634,1,"F"
330,11292,10620,19977,904,314,5234,455,599,461,1162,283069,6,614,1,"F"
331,11292,10620,19977,1495,719,8615,455,1090,862,1950,441252,6,694,1,"F"
332,11292,10620,19977,6189,6867,17941,455,5016,3876,7552,2041922,6,698,1,"F"
333,11292,10620,20107,0,39954,0,455,159,118,0,126608,6,622,2,"G"
334,11292,10620,20237,100,0,0,455,287,209,150,33354,6,675,1,"F"
335,11292,10620,20304,180,0,0,455,438,350,250,64000,6,629,1,"F"
336,11292,10620,20304,1922,0,0,455,2997,2194,2356,471200,6,673,1,"F"
337,11292,10627,20237,2893,0,0,516,7151,5351,3700,822732,6,675,1,"F"
338,11292,10627,20304,1382,0,0,516,3745,2811,1900,506000,6,629,1,"F"
339,11292,10627,20436,3366,0,0,516,2039,1551,3960,798000,6,694,1,"F"
340,11292,10643,21477,344,0,0,665,930,768,450,90000,6,675,1,"F"
341,11292,10693,19393,1498,2576,0,1014,1789,1552,1716,386400,6,619,1,"F"
342,11292,10693,19393,5859,5383,0,1014,4983,4254,6125,1519000,6,614,1,"F"
343,11292,10693,19393,12290,18634,0,1014,13881,12072,14014,3390800,6,612,1,"F"
344,11292,10693,20304,1860,0,0,1014,4266,3504,2052,410400,6,673,1,"F"
345,11292,10693,20436,2602,0,0,1014,2095,1764,3220,644000,6,699,1,"F"
346,11292,10693,20436,2728,0,0,1014,2405,2021,2880,578400,6,694,1,"F"
347,11292,10693,20452,190,0,0,1014,467,375,228,65409,6,673,1,"F"
348,11292,10693,20452,1973,0,0,1014,4624,3833,2099,572760,6,677,1,"F"
349,11292,10713,19393,121,944,0,649,110,97,143,32200,6,619,1,"F"
350,11292,10713,19393,3760,3097,0,649,2477,2102,4025,998200,6,614,1,"F"
351,11292,10713,19393,4784,7185,0,649,4142,3552,5577,1349400,6,612,1,"F"
352,11292,10713,19977,555,575,0,649,443,356,600,137929,6,694,1,"F"
353,11292,10713,19977,862,495,0,649,733,620,896,226041,6,698,1,"F"
354,11292,10713,19977,3660,3285,0,649,2817,2274,4138,992355,6,614,1,"F"
355,11292,10713,19977,3729,3280,0,649,2586,2099,4117,969154,6,634,1,"F"
356,11292,10713,20304,1409,0,0,649,3688,2948,1500,398000,6,629,1,"F"
357,11292,10713,20304,2140,0,0,649,3705,2890,2280,456000,6,673,1,"F"
358,11292,10721,19393,5247,5419,0,1754,7284,6571,5600,1388800,6,614,1,"F"
359,11292,10721,19393,7873,26489,0,1754,13473,12057,8151,1972200,6,612,1,"F"
360,11292,10721,19805,168,428,0,1754,255,207,181,50200,6,699,1,"F"
361,11292,10721,19977,150,865,0,1754,215,194,150,35090,6,694,1,"F"
362,11292,10721,19977,244,0,2664,1754,491,440,256,66423,6,698,1,"F"
363,11292,10721,19977,7491,18225,25930,1754,10944,9732,8234,1865886,6,634,1,"F"
364,11292,10721,19977,11333,12356,51072,1754,16654,15000,11940,2842252,6,614,1,"F"
365,11292,10721,20409,7713,0,0,1754,13214,11857,8550,2131800,6,694,1,"F"
366,11292,10792,19393,142,151,0,1359,230,213,143,34600,6,612,1,"F"
367,11292,10800,19393,10912,5342,0,850,11467,10030,11869,2871800,6,612,1,"F"
368,11292,10800,19917,0,153735,0,850,581,472,0,432100,6,691,2,"G"
369,11292,10800,19977,701,89,0,850,967,832,896,252096,6,698,1,"F"
370,11292,10800,20304,444,0,0,850,1535,1252,500,135000,6,629,1,"F"
371,11292,10800,20304,2660,0,0,850,6505,5414,3192,638400,6,673,1,"F"
372,11292,10821,19393,165,190,0,1491,401,363,286,64400,6,619,1,"F"
373,11292,10821,19393,10038,25831,0,1491,16477,14799,12155,2941000,6,612,1,"F"
374,11292,10821,19393,13200,43786,0,1491,17204,15411,15400,3819200,6,614,1,"F"
375,11292,10821,19977,581,62,2205,1491,980,856,640,164357,6,698,1,"F"
376,11292,10821,19977,1358,509,8159,1491,2046,1727,1500,363084,6,694,1,"F"
377,11292,10821,19977,2741,1405,18722,1491,3554,3171,2988,738198,6,614,1,"F"
378,11292,10821,19977,4385,2034,29315,1491,5432,4751,4821,1115121,6,634,1,"F"
379,11292,10849,19977,144,181,0,524,89,74,150,36804,6,694,1,"F"
380,11292,10849,19977,623,125,0,524,356,295,704,185611,6,634,1,"F"
381,11292,10849,19977,2272,1529,0,524,1805,1460,2432,664139,6,698,1,"F"
382,11292,10849,19977,7746,5161,0,524,5301,4221,9284,2256624,6,614,1,"F"
383,11292,10849,20304,193,0,0,524,301,239,210,56220,6,631,1,"F"
384,11292,10849,20304,1379,0,0,524,3340,2622,1550,415000,6,629,1,"F"
385,11292,10849,20436,1855,0,0,524,1256,1016,1950,390000,6,698,1,"F"
386,11292,10849,20500,199,0,0,524,309,239,210,52830,6,631,1,"F"
387,11292,10925,21599,346,0,0,221,3414,2778,392,78400,4,479,1,"F"
388,11292,10950,21599,176,0,0,277,1986,1672,192,38400,4,479,1,"F"
389,11292,10950,21599,377,0,0,277,4226,3411,424,106000,4,458,1,"F"
390,11292,10994,19393,274,59,0,1449,392,345,286,64400,6,619,1,"F"
391,11292,10994,19393,513,451,0,1449,576,517,525,130200,6,614,1,"F"
392,11292,10994,19393,2970,745,0,1449,4135,3727,3146,761200,6,612,1,"F"
393,11292,11003,19977,461,4,0,692,564,441,750,173288,6,694,1,"F"
394,11292,11003,19977,3976,92,0,692,4365,3565,5248,1443020,6,698,1,"F"
395,11292,11003,20237,209,0,0,692,545,449,250,55590,6,675,1,"F"
396,11292,11003,20304,58,0,0,692,109,89,76,15200,6,673,1,"F"
397,11292,11003,20304,356,0,0,692,1073,842,450,118000,6,629,1,"F"
398,11292,11003,20436,424,0,0,692,343,271,450,90000,6,698,1,"F"
399,11292,11003,20436,2180,0,0,692,1402,1102,2340,471600,6,694,1,"F"
400,11292,11003,20500,281,0,0,692,580,440,350,88050,6,631,1,"F"
401,11292,11042,19393,1332,3391,0,1201,1576,1408,1430,346000,6,612,1,"F"
402,11292,11042,19393,3315,14047,0,1201,3262,2849,3500,868000,6,614,1,"F"
403,11292,11042,19977,70,10064,0,1201,168,151,166,41006,6,614,1,"L"
404,11292,11042,19977,3223,503,8119,1201,3311,2842,3401,837542,6,634,1,"F"
405,11292,11042,19977,5509,3509,21074,1201,5772,5082,5964,1464422,6,614,1,"F"
406,11292,11042,20304,365,0,0,1201,919,790,380,76000,6,673,1,"F"
407,11292,11042,20436,6024,0,0,1201,5128,4413,6900,1380000,6,699,1,"F"
408,11292,11042,20452,70,0,0,1201,164,139,76,21803,6,673,1,"F"
409,11292,11042,20452,1222,0,0,1201,3233,2748,1330,362748,6,677,1,"F"
410,11292,11042,20500,523,0,0,1201,1398,1167,560,140880,6,631,1,"F"
411,11292,11057,19805,30124,4059,34073,1337,33712,28726,33286,9202600,6,699,1,"F"
412,11292,11057,19977,571,111,0,1337,730,621,652,156705,6,614,1,"F"
413,11292,11057,19977,813,24,0,1337,929,816,895,219154,6,634,1,"F"
414,11292,11057,19977,2533,822,0,1337,3650,3187,3000,708842,6,694,1,"F"
415,11292,11057,19977,2745,3913,0,1337,4688,4034,3200,876454,6,698,1,"F"
416,11292,11057,20304,412,0,0,1337,1214,1020,456,91200,6,673,1,"F"
417,11292,11057,20436,4238,0,0,1337,5439,4776,4500,900000,6,698,1,"F"
418,11292,11066,19393,254,1128,0,1154,321,283,286,64400,6,619,1,"F"
419,11292,11066,19393,3714,21316,0,1154,3486,3055,3850,954800,6,614,1,"F"
420,11292,11066,19393,4958,13681,0,1154,5656,5026,5291,1280200,6,612,1,"F"
421,11292,11066,19977,503,276,704,1154,613,538,600,144521,6,694,1,"F"
422,11292,11066,19977,588,104,180,1154,645,552,664,165940,6,614,1,"F"
423,11292,11066,19977,2115,2694,3387,1154,2874,2509,2304,632007,6,698,1,"F"
424,11292,11066,20304,690,0,0,1154,1742,1482,760,152000,6,673,1,"F"
425,11292,11066,20436,143,0,0,1154,161,142,150,30000,6,698,1,"F"
426,11292,11066,20436,4719,0,0,1154,4723,4007,5220,1045200,6,694,1,"F"
427,11292,11066,20452,137,0,0,1154,331,270,152,43606,6,673,1,"F"
428,11292,11066,20452,1430,0,0,1154,3749,3117,1540,420024,6,677,1,"F"
429,11292,11092,21599,247,0,0,283,4967,4173,448,89600,4,479,1,"F"
430,11292,11097,20237,1155,0,0,391,2286,1747,1400,311304,6,675,1,"F"
431,11292,11097,20304,45,0,0,391,89,64,50,13500,6,629,1,"F"
432,11292,11109,20237,769,0,0,73,732,315,900,200124,6,675,1,"F"
433,11292,11109,20304,124,0,0,73,78,36,140,37480,6,631,1,"F"
434,11292,11109,20304,3772,0,0,73,2586,1004,4332,866400,6,673,1,"F"
435,11292,11109,20304,5616,0,0,73,6039,2356,6750,1801500,6,629,1,"F"
436,11292,11109,20366,47,0,0,73,50,23,50,10000,6,675,1,"F"
437,11292,11109,20452,65,0,0,73,50,21,76,21803,6,673,1,"F"
438,11292,11109,20452,3288,0,0,73,2158,916,3710,1011876,6,677,1,"F"
439,11292,11122,20237,2362,0,0,230,3783,2394,2950,655962,6,675,1,"F"
440,11292,11122,20304,43,0,0,230,64,37,50,13500,6,629,1,"F"
441,11292,11122,20500,3039,0,0,230,3655,2370,4270,1074210,6,631,1,"F"
442,11292,11140,19393,160,167,0,929,167,148,175,43400,6,614,1,"F"
443,11292,11193,19790,0,0,0,1069,142,128,72,49760,6,622,1,"L"
444,11292,11193,19790,2380,1,1293,1069,3665,3161,2640,717600,6,608,1,"F"
445,11292,11193,19977,89,0,0,1069,172,144,150,36867,6,694,1,"F"
446,11292,11193,19977,500,90,0,1069,786,660,640,179325,6,698,1,"F"
447,11292,11193,20190,0,431309,0,1069,3620,2944,0,1668260,6,617,2,"P"
448,11292,11193,20304,211,0,0,1069,508,424,228,45600,6,673,1,"F"
449,11292,11193,20304,1743,0,0,1069,5275,4274,2240,597200,6,631,1,"F"
450,11292,11193,20363,139,0,0,1069,288,248,152,43004,6,638,1,"F"
451,11292,11193,20368,1776,0,0,1069,1992,1686,2028,1313000,6,698,1,"F"
