"path_data_id","airline_id","passengers","freight","mail","air_time","seats","payload","class","path_id","ramp_distance_id","aircraft_type_id","aircraft_config_id"
457,19393,18575,35007,0,13469,21593,5224600,"F",126,16417,612,1
458,20304,192,0,0,381,228,45600,"F",419,444,673,1
459,20500,3095,0,0,6560,3570,898110,"F",419,7895,631,1
460,19977,322,0,0,334,332,85088,"F",57,371,614,1
461,19977,4488,480,0,4687,4833,1170629,"F",57,5217,634,1
462,20436,1275,0,0,1593,1350,270000,"F",57,1846,698,1
463,20436,13293,0,0,14191,14580,2960400,"F",57,16036,694,1
464,20225,176,0,0,1491,690,174800,"F",394,1912,456,1
465,20225,37,0,0,176,90,22800,"F",244,224,456,1
466,21599,6,0,0,84,8,1600,"F",244,100,479,1
467,19805,483,0,0,337,560,146200,"F",164,427,655,1
468,19805,4423,1286,39,2913,5440,1363000,"F",164,3852,614,1
469,19805,37440,6733,193,20059,41399,11456600,"F",164,26311,699,1
470,19977,3383,4871,14152,2054,3936,1009889,"F",164,2556,614,1
471,19977,3967,2474,10332,3109,4480,1228073,"F",164,4028,698,1
472,19977,4739,3690,11064,2946,5250,1263884,"F",164,3730,694,1
473,19977,5611,5066,49414,3206,6432,1650380,"F",164,4055,634,1
474,20107,0,16753,0,159,0,107634,"G",164,191,691,2
475,20304,67,0,0,91,70,18740,"F",164,122,631,1
476,20304,1653,0,0,2115,1748,349600,"F",164,2726,673,1
477,20416,4029,0,0,2597,5400,1092000,"F",164,3221,694,1
478,20436,4019,0,0,2603,4500,900000,"F",164,3491,698,1
479,20452,400,0,0,588,420,114552,"F",164,808,677,1
480,20500,255,0,0,361,280,70440,"F",164,489,631,1
481,20237,1759,0,0,3710,2600,578136,"F",358,4852,675,1
482,20354,43,0,0,72,50,10841,"L",358,91,675,1
483,20237,45,0,0,53,50,11118,"F",186,72,675,1
484,20304,280,0,0,225,350,93700,"F",186,322,631,1
485,20304,2016,0,0,2154,2500,671500,"F",186,3300,629,1
486,20500,6129,0,0,5265,7910,1989930,"F",186,7573,631,1
487,19977,869,694,0,535,1253,338785,"F",137,666,634,1
488,19977,1248,1925,0,723,1500,358429,"F",137,948,694,1
489,19977,1903,4017,0,1110,2324,580110,"F",137,1386,614,1
490,19977,4415,3569,0,2895,4992,1378403,"F",137,3658,698,1
491,20304,3249,0,0,3533,3496,699200,"F",137,4779,673,1
492,20436,1366,0,0,769,1500,300000,"F",137,999,698,1
493,20436,3185,0,0,1443,3600,721200,"F",137,1851,694,1
494,20452,60,0,0,74,70,19092,"F",137,98,677,1
495,19393,140,110,0,137,143,32200,"F",269,155,619,1
496,19393,3996,3239,0,4149,4433,1072600,"F",269,4862,612,1
497,19393,4551,7042,0,3760,4725,1171800,"F",269,4352,614,1
498,19790,148,0,0,137,149,32870,"F",269,158,655,1
499,19790,4451,922,257,4025,4640,1127491,"F",269,4696,694,1
500,19790,5660,4926,0,4811,6300,1718150,"F",269,5559,888,1
501,19790,7029,2608,58,6802,7583,1833360,"F",269,7921,656,1
502,19977,86,0,1615,128,128,36158,"F",269,152,698,1
503,19977,850,86,7332,829,1074,279180,"F",269,959,634,1
504,19977,1017,1089,9567,1149,1200,286022,"F",269,1366,694,1
505,19977,6246,2266,56522,6100,7280,1812400,"F",269,7151,614,1
506,20416,144,0,0,133,145,29000,"F",269,153,698,1
507,20416,4466,0,0,3850,5040,1013600,"F",269,4530,694,1
508,20436,64,0,0,133,150,30000,"F",269,153,698,1
509,20436,5851,0,0,4799,6300,1294800,"F",269,5764,694,1
510,20225,645,0,0,3767,1680,425600,"F",229,4620,456,1
511,19393,164,120,0,198,175,43400,"F",422,212,614,1
512,20500,1101,0,0,789,2100,528300,"F",25,1508,631,1
513,20107,0,67964,0,195,0,213861,"G",48,248,691,2
514,20237,1456,0,0,2866,1700,378012,"F",48,3577,675,1
515,20304,918,0,0,1442,1260,337320,"F",48,1822,631,1
516,20304,2436,0,0,4997,2950,789500,"F",48,6413,629,1
517,20452,169,0,0,250,210,57276,"F",48,318,677,1
518,19977,479,5,0,535,652,156861,"F",174,606,614,1
519,19977,706,34,0,929,896,217873,"F",174,1062,698,1
520,19977,802,9,0,950,1253,248921,"F",174,1063,634,1
521,19977,1180,147,0,1491,1650,400501,"F",174,1764,694,1
522,20304,528,0,0,1761,600,158500,"F",174,2006,629,1
523,20304,1058,0,0,2687,1368,273600,"F",174,3120,673,1
524,19393,1144,1096,0,1315,1225,303800,"F",171,1470,614,1
525,19393,8701,21837,0,13226,9867,2387400,"F",171,14862,612,1
526,19977,346,568,3821,547,384,101729,"F",171,653,698,1
527,19977,1483,31037,37,900,1820,494650,"F",171,1012,627,1
528,19977,6450,9437,18913,9090,7050,1642081,"F",171,10449,694,1
529,19977,7386,10665,44602,9213,8112,2261341,"F",171,10709,622,1
530,19977,9640,24015,58720,12718,10706,2562393,"F",171,14802,614,1
531,19977,13156,16135,33889,16083,15036,3429562,"F",171,18739,634,1
532,20237,1038,0,0,2363,1400,311304,"F",261,2936,675,1
533,20304,2780,0,0,7132,4050,1076000,"F",261,9144,629,1
534,20304,1379,0,0,2888,1748,349600,"F",437,3533,673,1
535,20304,1635,0,0,3476,2100,560960,"F",437,4205,631,1
536,20304,2710,0,0,8099,3350,887000,"F",437,9747,629,1
537,19977,545,119,0,405,600,140058,"F",84,473,694,1
538,19977,4866,2812,0,4457,5376,1450992,"F",84,5368,698,1
539,20304,314,0,0,508,350,93700,"F",84,615,631,1
540,20304,651,0,0,981,684,136800,"F",84,1213,673,1
541,19393,801,0,0,1240,858,207600,"F",443,1336,612,1
542,19393,5383,6857,0,6824,5775,1432200,"F",443,7572,614,1
543,19977,126,0,0,203,128,32862,"F",443,215,698,1
544,19977,1240,47,0,1695,1328,320716,"F",443,1881,614,1
545,19977,2821,182,0,4250,3150,760416,"F",443,4590,694,1
546,19977,3898,493,0,4840,4117,938261,"F",443,5314,634,1
547,20416,5775,0,0,5620,6384,1276800,"F",443,6147,699,1
548,20358,385,0,0,3048,855,202500,"F",322,3813,405,1
549,19790,150,32,0,126,158,38470,"F",347,152,656,1
550,19977,1089,56,0,688,1648,399617,"F",347,892,614,1
551,19977,1873,12,0,1318,2560,703814,"F",347,1706,698,1
552,19977,2539,164,0,1280,3000,719949,"F",347,1666,694,1
553,20237,251,0,0,404,300,66708,"F",347,538,675,1
554,20304,1445,0,0,2289,1650,442000,"F",347,3039,629,1
555,20304,1538,0,0,1791,1976,395200,"F",347,2454,673,1
556,20436,3723,0,0,1555,4320,868800,"F",347,2096,694,1
557,20304,2215,0,0,2687,2800,749000,"F",40,4005,629,1
558,19393,265,431,0,237,286,64400,"F",129,267,619,1
559,19393,1209,1918,0,955,1400,347200,"F",129,1097,614,1
560,19393,6379,10330,0,6272,7722,1868400,"F",129,7213,612,1
561,19977,269,46,0,230,300,73424,"F",129,271,694,1
562,19977,528,136,0,587,640,179937,"F",129,665,698,1
563,19977,2451,370,0,2322,3308,833604,"F",129,2692,614,1
564,19977,4558,1502,0,3223,5191,1268046,"F",129,3786,634,1
565,20304,188,0,0,516,200,54000,"F",129,619,629,1
566,20237,2586,0,0,2481,3200,711552,"F",408,3952,675,1
567,20304,87,0,0,83,152,30400,"F",408,134,673,1
568,20304,430,0,0,257,490,131180,"F",408,383,631,1
569,20304,2496,0,0,2572,3400,914500,"F",408,4257,629,1
570,19393,143,0,0,156,143,34600,"F",444,170,612,1
571,19393,128,96,0,128,143,32200,"F",279,145,619,1
572,19393,3896,1841,0,3524,4147,1003400,"F",279,4072,612,1
573,19977,727,0,0,719,900,218358,"F",279,862,694,1
574,19977,4159,189,0,4362,4608,1282143,"F",279,5059,698,1
575,20237,503,0,0,1447,550,122298,"F",279,1742,675,1
576,20304,69,0,0,137,76,15200,"F",279,169,673,1
577,20304,203,0,0,350,210,54980,"F",279,406,631,1
578,20500,133,0,0,241,140,35220,"F",279,286,631,1
579,20436,1820,0,0,2231,1950,390000,"F",376,2557,698,1
580,19393,132,0,0,210,143,34600,"F",147,225,612,1
581,20201,0,0,0,167,0,21458,"P",147,181,635,2
582,20237,637,0,0,1349,750,166770,"F",94,1635,675,1
583,20304,91,0,0,191,152,30400,"F",94,236,673,1
584,20304,2787,0,0,6097,3250,870500,"F",94,7755,629,1
585,20237,371,0,0,315,400,88944,"F",230,508,675,1
586,20237,298,0,0,216,350,77826,"F",105,387,675,1
587,20500,1245,0,0,634,1610,405030,"F",105,1194,631,1
588,20304,1231,0,0,2703,1500,401500,"F",255,3347,629,1
589,19977,9692,64061,94184,11911,10920,2836187,"F",132,12598,627,1
590,19393,1010,817,0,968,1138,257600,"F",256,1123,619,1
591,19393,9579,15791,0,9045,11297,2733400,"F",256,10528,612,1
592,19393,13559,10507,0,9595,14350,3558800,"F",256,11232,614,1
593,20237,1222,0,0,3906,1500,333540,"F",231,4599,675,1
594,20304,828,0,0,2270,2550,681500,"F",58,3389,629,1
595,19393,1806,2751,0,1860,1925,477400,"F",435,2060,614,1
596,19393,10120,39030,0,12594,10582,2560400,"F",435,14007,612,1
597,19977,200,0,0,179,242,100549,"F",435,199,624,1
598,19977,1532,384,1871,1848,1650,394420,"F",435,2082,694,1
599,19977,10852,5354,16114,11072,11623,2798345,"F",435,12592,634,1
600,19977,22682,28347,53760,24609,24164,5946599,"F",435,27707,614,1
601,20436,4253,0,0,5053,4500,900000,"F",435,5717,698,1
602,19977,126,0,75,113,214,82777,"F",52,140,626,1
603,19977,2160,517,1185,2059,2304,614952,"F",52,2499,698,1
604,19977,8385,468,4591,6697,10191,2537143,"F",52,8034,634,1
605,19977,11879,4464,725,8866,12946,3212346,"F",52,10623,614,1
606,19977,21654,12202,11290,18641,24600,5802202,"F",52,22301,694,1
607,20304,0,0,0,118,76,15200,"F",52,133,673,1
608,20416,4442,0,0,3283,5220,1049800,"F",52,3961,694,1
609,20436,178,0,0,109,180,36000,"F",52,183,694,1
610,20436,11739,0,0,6792,13570,2714000,"F",52,8328,699,1
611,19977,180,0,0,107,332,84704,"F",277,139,614,1
612,19977,2282,388,0,1351,3600,846278,"F",277,1835,694,1
613,19977,3211,14,0,1792,3968,1102165,"F",277,2329,698,1
614,20237,185,0,0,236,200,44472,"F",277,344,675,1
615,20304,364,0,0,316,380,76000,"F",277,428,673,1
616,20304,799,0,0,1081,1330,353580,"F",277,1474,631,1
617,20304,1346,0,0,1728,1450,388000,"F",277,2490,629,1
618,20452,33,0,0,64,70,19092,"F",277,98,677,1
619,20500,1220,0,0,1138,1400,352200,"F",277,1546,631,1
620,20304,3526,0,0,6703,4450,1191000,"F",128,8981,629,1
621,19393,388,368,0,355,429,96600,"F",433,409,619,1
622,19393,4516,3713,0,3608,5250,1302000,"F",433,4131,614,1
623,19393,10509,19869,0,9585,11726,2837200,"F",433,11120,612,1
624,19977,930,0,310,690,984,244614,"F",433,818,614,1
625,19977,1254,404,2685,1067,1350,328654,"F",433,1247,694,1
626,19977,2875,113,2806,2019,3043,800721,"F",433,2409,634,1
627,20107,0,14986,0,115,0,136966,"G",433,136,730,2
628,20107,0,2576162,0,4147,0,4305903,"G",433,4926,626,2
629,20436,113,0,0,135,150,30000,"F",433,153,698,1
630,20436,445,0,0,344,690,138000,"F",433,403,699,1
631,20436,3677,0,0,3054,4680,942000,"F",433,3674,694,1
632,20452,276,0,0,493,304,87212,"F",433,593,673,1
633,20452,3090,0,0,5581,3289,897324,"F",433,6835,677,1
634,20500,308,0,0,609,350,88050,"F",433,751,631,1
635,20237,2200,0,0,4929,2950,655962,"F",114,6304,675,1
636,20304,1016,0,0,2267,1350,364500,"F",114,2929,629,1
637,20354,34,0,0,81,50,10808,"F",114,106,675,1
638,20354,41,0,0,165,100,23500,"L",114,200,675,1
639,19977,2485,507,0,1474,2944,807479,"F",296,1900,698,1
640,19977,4739,620,0,2592,6150,1464197,"F",296,3375,694,1
641,20304,69,0,0,64,70,18740,"F",296,134,631,1
642,20500,2769,0,0,3124,3430,862890,"F",296,4206,631,1
643,19977,152,0,282,190,166,38700,"F",185,218,614,1
644,19393,1157,391,0,1242,1225,303800,"F",35,1378,614,1
645,19393,3238,3203,0,4142,3432,830400,"F",35,4580,612,1
646,19790,4559,3415,159,7326,4752,1240056,"F",109,8209,698,1
647,19790,7288,7102,417,9503,7680,1956960,"F",109,10832,614,1
648,20409,1704,0,0,2629,1950,486200,"F",109,2982,694,1
649,20409,5404,0,0,6327,6400,1388800,"F",109,6998,699,1
650,20304,1949,0,0,4231,2600,695000,"F",103,5510,629,1
651,19977,3552,1252,0,9830,4056,999794,"F",178,10354,622,1
652,20304,1185,0,0,1213,2600,698500,"F",334,2321,629,1
653,19393,1178,321,0,888,1430,322000,"F",404,1066,619,1
654,19393,2922,2500,0,1561,3150,781200,"F",404,1912,614,1
655,19393,31619,28035,0,22502,36465,8823000,"F",404,27096,612,1
656,19790,149,0,0,92,158,38170,"F",404,118,656,1
657,19917,0,32891,3787,86,0,108025,"G",404,104,691,2
658,19977,106,10,539,89,128,35433,"F",404,108,698,1
659,19977,2193,287,2039,1496,2550,619723,"F",404,1874,694,1
660,19977,7204,2650,16993,4519,8620,2168304,"F",404,5687,614,1
661,19977,9290,821,11749,5305,10919,2557601,"F",404,6760,634,1
662,20377,0,0,0,90,218,68370,"L",404,120,625,1
663,20416,9401,0,0,5165,10620,2135800,"F",404,6297,694,1
664,20436,3388,0,0,2297,3900,780000,"F",404,2890,698,1
665,20436,5830,0,0,2644,6900,1380000,"F",404,3450,699,1
666,20436,9390,0,0,5335,10800,2179200,"F",404,6778,694,1
667,19393,1105,1092,0,924,1144,257600,"F",245,1178,619,1
668,19393,7485,27946,0,5473,8225,2039800,"F",245,6679,614,1
669,19393,23511,55050,0,20327,24739,5985800,"F",245,24701,612,1
670,19790,101,0,0,136,110,29900,"F",245,166,608,1
671,19805,74,0,0,115,181,48100,"F",245,144,699,1
672,19805,3826,195,521,3401,4640,1166600,"F",245,4768,614,1
673,19805,9410,1318,770,10365,11264,3192000,"F",245,14129,698,1
674,19977,122,1,0,116,128,34771,"F",245,144,698,1
675,19977,5843,3087,25177,4846,6300,1501396,"F",245,6226,694,1
676,19977,8156,2767,21104,6596,9200,2266106,"F",245,7981,614,1
677,19977,9532,175205,9451,3271,10556,2943917,"F",245,4168,627,1
678,19977,12461,3603,26727,9325,14296,3444138,"F",245,11873,634,1
679,20304,9644,0,0,16874,10488,2097600,"F",245,20777,673,1
680,20416,3682,0,0,3529,4350,870000,"F",245,4365,698,1
681,20416,4446,0,0,3390,5220,1044000,"F",245,4108,694,1
682,20436,10202,0,0,7043,10800,2179200,"F",245,9072,694,1
683,19393,143,0,0,115,143,34600,"F",263,129,612,1
684,20237,2258,0,0,3666,2800,622608,"F",263,4908,675,1
685,20304,115,0,0,188,150,40500,"F",263,234,629,1
686,20225,423,0,0,2635,1440,364800,"F",442,3481,456,1
687,20225,82,0,0,1299,570,144400,"F",246,1605,456,1
688,19393,3766,1479,0,4291,3850,954800,"F",445,4790,614,1
689,19393,5135,7039,0,7112,5291,1280200,"F",445,8039,612,1
690,19790,1341,1607,0,2190,1452,378906,"F",445,2481,698,1
691,19790,6666,729,0,9185,7499,1827313,"F",445,10779,694,1
692,19977,945,62,0,1542,1024,278722,"F",445,1696,698,1
693,19977,4354,186,0,6119,4650,1088106,"F",445,6900,694,1
694,19977,11953,440,0,14968,12770,3066530,"F",445,16800,614,1
695,19977,13447,455,0,15994,14654,3358421,"F",445,18108,634,1
696,20436,5262,0,0,6007,5400,1094400,"F",445,6810,694,1
697,19393,383,0,0,364,429,96600,"F",414,415,619,1
698,19393,633,0,0,598,715,173000,"F",414,689,612,1
699,19977,638,0,0,1681,676,189366,"F",352,1766,622,1
700,19393,165,0,0,112,175,43400,"F",251,128,614,1
701,19805,150,550,0,106,160,39900,"F",251,150,614,1
702,20237,1458,0,0,3300,1650,366894,"F",251,4078,675,1
703,20304,48,0,0,98,70,18740,"F",251,125,631,1
704,20304,2485,0,0,5774,2800,756000,"F",251,7122,629,1
705,20237,1381,0,0,1937,1700,378012,"F",17,2594,675,1
706,20304,1111,0,0,1630,1400,378000,"F",17,2252,629,1
707,20304,1387,0,0,1572,2052,410400,"F",17,2233,673,1
708,20304,1519,0,0,2803,1800,486000,"F",209,3682,629,1
709,20452,1289,0,0,1847,1679,458208,"F",209,2363,677,1
710,19393,400,318,0,226,429,96600,"F",138,275,619,1
711,19393,989,8,0,424,1050,260400,"F",138,533,614,1
712,19393,24681,22029,0,13269,27027,6539400,"F",138,16515,612,1
713,19977,137,703,1350,70,166,42241,"F",138,88,614,1
714,19977,462,0,4386,216,537,136854,"F",138,278,634,1
715,19977,795,0,6981,436,900,213159,"F",138,540,694,1
716,19977,2357,1076,5556,1405,2560,700428,"F",138,1870,698,1
717,20107,0,50142,0,181,0,104189,"G",138,216,691,2
718,20237,1231,0,0,1888,1300,289068,"F",138,2518,675,1
719,20304,228,0,0,407,250,67500,"F",138,539,629,1
720,20304,1129,0,0,1290,1190,318580,"F",138,1833,631,1
721,20304,1343,0,0,1487,1520,304000,"F",138,2030,673,1
722,20436,5468,0,0,2324,5940,1191600,"F",138,3036,694,1
723,20452,1354,0,0,1509,1469,400932,"F",138,2035,677,1
724,20500,1906,0,0,2034,2030,510690,"F",138,2763,631,1
725,21599,250,0,0,2760,416,83200,"F",418,3462,479,1
726,19393,4990,4064,0,6880,5291,1280200,"F",388,7631,612,1
727,19393,13995,23828,0,16032,15050,3732400,"F",388,17925,614,1
728,19977,102,0,40,184,128,35372,"F",388,208,698,1
729,19977,4866,242,10318,5856,5122,1221212,"F",388,6569,614,1
730,19977,5164,854,17563,6991,5550,1274427,"F",388,7800,694,1
731,19977,7006,1511,13487,8249,7876,1851767,"F",388,9142,634,1
732,20436,126,0,0,183,150,30000,"F",388,228,698,1
733,20436,180,0,0,189,180,37200,"F",388,213,694,1
734,20436,12093,0,0,10955,13570,2714000,"F",388,12421,699,1
735,19393,18170,29343,0,16115,20449,4947800,"F",343,18938,612,1
736,19393,19851,28560,0,13622,21175,5251400,"F",343,15950,614,1
737,20107,0,247774,0,1882,0,1057707,"G",26,2182,691,2
738,20107,0,367675,0,659,0,743355,"G",26,812,626,2
739,20107,0,460413,0,652,0,820366,"G",26,855,730,2
740,20107,0,1163906,0,1605,0,2590926,"G",26,2070,732,2
741,20107,0,2198850,0,2932,0,5177242,"G",26,3781,740,2
742,20304,299,0,0,572,350,93700,"F",26,723,631,1
743,20304,3017,0,0,4925,3268,653600,"F",26,6219,673,1
744,20436,6427,0,0,3318,6900,1380000,"F",26,4050,699,1
745,20452,197,0,0,318,210,57276,"F",26,384,677,1
746,20500,387,0,0,640,420,105660,"F",26,807,631,1
747,19977,632,42,0,681,750,155745,"F",161,785,694,1
748,19977,2077,324,0,2536,2432,600835,"F",161,2954,698,1
749,20304,63,0,0,127,70,18740,"F",161,148,631,1
750,20304,272,0,0,828,300,81000,"F",161,1014,629,1
751,20304,1698,0,0,3519,1900,380000,"F",161,4249,673,1
752,19805,4379,201,2423,6063,5249,1455800,"F",413,6998,699,1
753,19805,8248,2772,24115,12315,9440,2380000,"F",413,13841,614,1
754,19977,174,0,0,270,179,35906,"F",413,298,634,1
755,20436,4884,0,0,6033,5400,1087200,"F",413,6681,694,1
756,19393,136,0,0,104,143,32200,"F",297,119,619,1
757,19393,7402,7872,0,4878,7700,1909600,"F",297,5769,614,1
758,19393,9408,10688,0,7858,10153,2456600,"F",297,9140,612,1
759,19977,780,2,0,647,900,215633,"F",297,813,694,1
760,19977,1153,4,0,759,1253,325178,"F",297,903,634,1
761,19977,1926,187,0,1415,2146,520827,"F",297,1705,614,1
762,19977,3904,320,0,3709,4224,1173503,"F",297,4440,698,1
763,20436,693,0,0,460,720,145200,"F",297,557,694,1
764,20436,4642,0,0,3685,4800,960000,"F",297,4425,698,1
765,21635,14,0,0,110,16,12343,"L",297,129,669,1
766,20237,679,0,0,1649,850,189006,"F",130,1972,675,1
767,20304,605,0,0,1594,800,212500,"F",130,2013,629,1
768,20500,642,0,0,1845,1400,352200,"F",130,2315,631,1
769,20304,192,0,0,403,350,93700,"F",270,502,631,1
770,20304,1957,0,0,4701,2750,742500,"F",270,5967,629,1
771,19977,754,5,0,528,830,201956,"F",108,620,614,1
772,19977,1016,24,0,791,1200,272353,"F",108,922,694,1
773,19977,5287,169,0,4606,5888,1604832,"F",108,5499,698,1
774,20436,274,0,0,210,300,60000,"F",108,254,698,1
775,20436,2455,0,0,1504,2700,543600,"F",108,1838,694,1
776,20237,2581,0,0,5874,2850,633726,"F",168,7318,675,1
777,20304,260,0,0,425,304,60800,"F",168,530,673,1
778,20304,2083,0,0,4972,2350,631000,"F",168,6114,629,1
779,20436,136,0,0,95,180,36000,"F",168,119,694,1
780,20436,2234,0,0,1564,2400,480000,"F",168,1954,698,1
781,20500,1722,0,0,2626,1890,475470,"F",168,3388,631,1
782,19393,665,1845,0,448,715,161000,"F",3,530,619,1
783,19393,1691,1259,0,885,1750,434000,"F",3,1049,614,1
784,19393,17542,33389,0,11728,18590,4498000,"F",3,14141,612,1
785,19790,110,0,0,86,110,29900,"F",3,126,608,1
786,19790,251,188,0,179,264,68892,"F",3,211,698,1
787,19790,281,0,0,176,320,77758,"F",3,219,694,1
788,19790,356,70,0,174,360,98180,"F",3,204,888,1
789,19790,3355,285,0,1643,3582,898280,"F",3,2016,622,1
790,19790,22113,8777,1159,13496,23558,5692430,"F",3,16468,656,1
791,19977,1072,4189,4546,731,1420,374632,"F",3,882,634,1
792,19977,1716,3504,4317,1185,1950,470394,"F",3,1429,694,1
793,19977,3082,1835,7869,1866,3474,869700,"F",3,2322,614,1
794,19977,8081,3928,11047,6334,8960,2479722,"F",3,7644,698,1
795,20304,277,0,0,365,304,60800,"F",3,465,673,1
796,20416,4741,0,0,2775,5400,1074000,"F",3,3487,694,1
797,20422,505,0,1286,353,648,170239,"F",3,425,614,1
798,20422,2861,122,7052,2350,3303,886237,"F",3,2839,612,1
799,20436,295,0,0,177,360,72000,"F",3,226,694,1
800,20436,8258,0,0,5231,8700,1740000,"F",3,6539,698,1
801,20452,132,0,0,188,140,38184,"F",3,247,677,1
802,20500,199,0,0,277,210,52830,"F",3,342,631,1
803,19393,347,137,0,260,350,86800,"F",280,296,614,1
804,19393,424,107,0,388,429,96600,"F",280,431,619,1
805,19393,6864,2684,0,6774,7436,1799200,"F",280,7714,612,1
806,19977,456,209,2448,533,512,137741,"F",280,597,698,1
807,19977,811,0,1316,781,900,204199,"F",280,896,694,1
808,19977,1609,763,3248,1304,1660,399135,"F",280,1497,614,1
809,19977,3116,575,3060,2437,3401,814602,"F",280,2811,634,1
810,20107,0,23383,0,151,0,104402,"G",280,176,691,2
811,20436,5282,0,0,4009,5400,1110000,"F",280,4667,694,1
812,20500,1219,0,0,2469,1330,334590,"F",280,2870,631,1
813,20237,1208,0,0,957,1300,289068,"F",273,1556,675,1
814,20304,135,0,0,102,150,40500,"F",273,168,629,1
815,20500,3151,0,0,2166,3850,968550,"F",273,3317,631,1
816,19393,753,889,0,798,858,193200,"F",281,911,619,1
817,19393,7814,10426,0,7871,8723,2110600,"F",281,9232,612,1
818,19393,9705,35520,0,9572,12950,3211600,"F",281,10998,614,1
819,20107,0,147267,0,1011,0,1552063,"G",281,1240,740,2
820,20372,0,8878,0,125,0,23000,"P",281,145,635,2
821,21161,21,0,0,132,179,75830,"L",281,155,617,1
822,19977,3711,5028,0,9826,4056,996961,"F",211,10426,622,1
823,19393,986,1610,0,559,1144,257600,"F",73,703,619,1
824,19393,994,497,0,407,1050,260400,"F",73,505,614,1
825,19393,8432,12305,0,5183,11011,2664200,"F",73,6594,612,1
826,19977,772,57,0,495,896,238540,"F",73,623,698,1
827,19977,2185,64,0,1365,3000,722077,"F",73,1777,694,1
828,20237,34,0,0,114,50,11118,"F",73,136,675,1
829,20304,409,0,0,659,450,121500,"F",73,854,629,1
830,20304,549,0,0,624,630,168660,"F",73,833,631,1
831,20304,2630,0,0,2994,3192,638400,"F",73,4054,673,1
832,20452,213,0,0,216,228,65409,"F",73,285,673,1
833,20452,1666,0,0,1739,1750,477300,"F",73,2361,677,1
834,20500,1686,0,0,2025,2030,510690,"F",73,2669,631,1
835,19393,391,40,0,189,429,96600,"F",36,258,619,1
836,19393,11440,13174,0,5217,12155,2941000,"F",36,6689,612,1
837,19977,1689,0,6198,680,1957,505928,"F",36,955,634,1
838,19977,1870,243,8853,792,2158,534595,"F",36,1092,614,1
839,19977,3055,1536,11430,1344,3300,793919,"F",36,1738,694,1
840,19977,4461,758,13284,2287,4736,1300637,"F",36,3006,698,1
841,20304,63,0,0,61,70,18740,"F",36,81,631,1
842,20304,142,0,0,263,200,47000,"F",36,339,629,1
843,20304,1997,0,0,1832,2052,410400,"F",36,2633,673,1
844,20436,5107,0,0,1901,5400,1092000,"F",36,2729,694,1
845,20452,65,0,0,64,76,21803,"F",36,89,673,1
846,20452,387,0,0,373,420,114552,"F",36,514,677,1
847,20500,1602,0,0,1583,1750,440250,"F",36,2159,631,1
848,19393,385,2230,0,351,429,96600,"F",288,407,619,1
849,19393,7547,21072,0,6538,8294,2006800,"F",288,7646,612,1
850,19917,0,856546,0,1952,0,1931611,"G",288,2387,691,2
851,19977,602,8,0,542,750,183219,"F",288,626,694,1
852,19977,1761,351,0,1186,1969,471648,"F",288,1415,634,1
853,19977,1836,357,0,1405,2158,535027,"F",288,1655,614,1
854,19977,2389,211,0,2331,2688,750536,"F",288,2682,698,1
855,20304,141,0,0,357,150,40500,"F",288,442,629,1
856,19805,8618,1395,0,8812,10640,2769800,"F",182,11205,655,1
857,19805,12937,888,0,10638,14720,3711200,"F",182,13588,614,1
858,19977,121,0,0,111,128,35936,"F",182,123,698,1
859,19977,4826,9985,6089,3949,5100,1213420,"F",182,4709,694,1
860,19977,7767,15937,7241,5501,8389,2154661,"F",182,6872,634,1
861,19977,34857,66501,52128,26103,37646,9259504,"F",182,32562,614,1
862,20304,65,0,0,114,76,15200,"F",182,139,673,1
863,20416,9398,0,0,6522,10260,2063400,"F",182,8131,694,1
864,20436,110,0,0,113,150,30000,"F",182,131,698,1
865,20436,180,0,0,111,180,37200,"F",182,134,694,1
866,20436,9407,0,0,5191,10350,2070000,"F",182,6771,699,1
867,19393,417,95,0,523,429,103800,"F",274,574,612,1
868,19393,651,36,0,718,700,173600,"F",274,784,614,1
869,20304,190,0,0,939,456,91200,"F",162,1103,673,1
870,19393,133,0,0,138,143,32200,"F",382,153,619,1
871,19393,5182,9331,0,5396,5577,1349400,"F",382,6025,612,1
872,19393,12212,24442,0,10619,13475,3341800,"F",382,12007,614,1
873,19805,267,0,0,309,300,79000,"F",382,343,694,1
874,19977,1266,81,9963,1173,1494,366721,"F",382,1327,614,1
875,19977,2839,2737,27576,2771,3150,761150,"F",382,3179,694,1
876,19977,6906,4198,45939,7920,7424,2067995,"F",382,8997,698,1
877,19977,8320,3000,62158,7195,9666,2245544,"F",382,8187,634,1
878,20304,146,0,0,287,152,30400,"F",382,328,673,1
879,20436,2319,0,0,2337,2550,510000,"F",382,2657,698,1
880,20436,4577,0,0,3946,5220,1053600,"F",382,4647,694,1
881,20436,6484,0,0,4091,6900,1380000,"F",382,4752,699,1
882,20358,5,0,0,103,19,4500,"F",157,117,405,1
883,19393,138,377,0,180,143,32200,"F",427,201,619,1
884,19393,3362,5171,0,4494,3432,830400,"F",427,5018,612,1
885,19393,5678,7416,0,6310,6125,1519000,"F",427,7091,614,1
886,19805,2610,569,0,4498,3840,967900,"F",427,5020,614,1
887,19805,10642,425,2746,11634,11407,3153700,"F",427,13170,699,1
888,19977,134,55,1976,175,150,36733,"F",427,198,694,1
889,19977,397,593,2230,700,512,144162,"F",427,772,698,1
