"ramp_distance_id"
1074
3028
5603
4935
2409
887
7145
2598
9261
3356
3311
1420
6122
4452
1532
209
2182
1101
5316
276
606
4029
12691
599
13473
2737
3903
12038
856
3071
6810
4849
756
1789
3001
872
151
4131
119
4293
7452
2870
2439
1283
101
5161
339
3652
6236
2148
8810
16618
8997
82
3358
2672
4053
13841
14279
11678
3682
213
3079
1229
5772
8034
4208
136
19658
218
7981
196
4298
4650
5173
1741
1726
6180
230
785
3781
20187
449
10956
899
4057
7122
6357
786
3823
4580
149
307
2505
13588
2755
541
4198
4283
10779
9333
13195
1408
2499
1065
1742
3810
1829
7284
5069
489
131
3858
4319
178
32562
812
325
9653
2556
3300
142
980
4775
3402
1003
633
4055
109
4667
524
13740
4028
11232
7504
3450
296
3589
282
428
6721
4297
3045
98
193
655
4709
2021
617
167
2939
3700
5656
4541
672
1366
3533
3262
145
458
198
2038
104
3973
163
2646
3564
14129
533
5007
343
1153
4570
2693
9144
626
6766
4310
3834
280
5968
1374
10449
2886
16417
419
2894
689
2363
400
1345
473
4928
813
1958
1458
3581
3775
10060
2329
211
1252
2096
5210
125
1800
140
5687
153
1632
10422
28980
56
1966
1628
946
729
123
4991
3491
1647
8048
6149
891
7055
14806
1429
915
12106
13647
16624
2936
15159
11376
578
1123
2605
3226
376
723
2823
2668
2323
7291
3209
6287
1698
13164
6407
5309
5041
287
2729
5432
3959
2656
1056
6345
401
570
6114
301
181
1049
1830
1412
22252
1701
1137
1516
896
10714
4647
298
3793
112
8558
11467
7714
7650
2361
1706
2692
4768
8321
530
221
18506
653
5128
9747
5406
108
643
7646
2362
4981
65
3120
3340
366
1475
3862
6998
2322
440
85
32
6594
1452
1537
6931
278
941
875
2884
443
416
892
7262
427
2207
3192
113
2527
5626
7125
13214
494
7495
535
8465
1233
456
4176
928
17901
12592
5792
13633
2122
256
3759
216
4016
6279
202
3036
987
266
3135
483
2669
305
1721
10666
8730
318
7921
683
5026
470
1738
1213
3173
1415
110
175
14095
1128
9190
99
1884
94
313
10235
3681
162
4054
15537
3596
122
1764
2385
514
1267
62
762
5355
18290
16236
4530
5891
16036
3742
13170
5148
11607
4063
2682
6771
11074
670
6043
4205
20267
3425
5633
1057
3927
545
18739
7631
1979
2857
4901
3004
1190
1696
2984
7565
4041
10528
5275
15780
6637
5668
16347
1198
155
4249
446
2935
7318
6689
13094
10544
2929
1240
1327
13118
2645
2035
3219
97
3577
6650
6297
3185
4620
7682
1438
5404
9672
2969
2218
17204
14141
2350
3198
8963
1805
2013
126
1313
2095
922
2085
724
1413
4417
4260
4219
1032
849
826
1652
6976
464
5314
2400
5675
2482
5794
5250
6413
1635
4266
9412
2161
2252
845
7638
7447
406
552
219
5175
7068
12031
4696
79
715
134
3655
2490
4823
338
3539
1851
7608
3424
9564
271
4374
6050
6551
4687
6835
2010
1535
387
7755
11205
84
6516
1610
3624
12669
3462
74
22444
2378
488
830
580
4942
999
720
769
9777
564
8981
4596
1975
247
5217
4003
6339
5018
12598
3174
7719
680
2464
54
9824
8380
1155
10709
2159
12506
115
1636
208
1992
322
1508
26047
4774
4005
1398
1035
8453
174
1227
3451
27707
3378
1336
1679
16477
92
528
1039
2014
2817
2726
1474
2387
6940
3774
791
10578
929
3221
18061
7752
4477
4640
290
1601
6219
1012
619
6147
206
1846
3568
1256
86
2619
5091
360
3972
2874
1404
2738
1583
2321
7503
5408
4873
4078
3414
1593
2198
4908
4034
668
4050
5301
1521
2840
124
3665
9390
415
425
3134
43
5059
6215
18847
220
3442
482
3778
8905
4108
1086
166
3960
924
4531
16688
3246
1585
645
431
597
4383
176
2946
2039
87
2309
169
344
2820
824
2152
2190
4440
3783
7573
7091
147
5324
121
11740
4615
1334
944
911
916
161
1036
3331
21967
3800
2971
1609
602
1722
2657
9912
15589
1037
3498
375
1395
491
757
10832
8131
3951
783
527
1608
4967
345
4168
308
1421
420
183
260
5485
3548
11383
1900
118
2875
130
272
223
283
6369
2923
772
4094
548
212
328
3389
4206
6232
1534
962
1661
740
263
615
144
106
120
285
4439
601
8538
497
16800
1351
7919
1191
3674
18108
452
1167
1495
5553
9454
665
4862
577
3688
15822
1728
18938
4421
4712
807
1838
37846
384
1692
700
4841
3355
620
518
268
1092
214
3179
3817
486
1519
7800
6626
2082
137
9140
12797
957
265
6679
292
168
6191
2765
5769
1546
2997
2221
2586
238
1933
14862
1496
3459
2699
2557
942
18044
2233
2890
733
10515
382
