"ramp_distance_id"
2662
335
9072
2229
4228
1835
3705
1073
2518
1777
3104
191
6505
2972
16515
833
9752
2267
1178
6226
135
228
2589
6733
882
834
508
4790
6025
26305
6731
471
3363
2196
255
1833
10426
465
5188
2455
1896
66
479
11613
160
89
640
2213
6493
3899
12352
1954
3147
4024
512
2420
3650
1912
1556
2748
442
1085
2766
1243
4225
239
4026
288
7213
8039
3391
4302
4141
2763
5541
5331
34
505
2158
7644
321
6039
2240
5008
33712
139
143
3919
3439
424
6306
927
466
7428
4110
4423
5024
3852
7572
3470
4399
918
16654
64
5435
4532
4071
1298
582
6681
5546
3696
1014
72
7271
234
7436
177
4226
5925
843
11826
841
11691
3819
1451
9232
11797
6760
696
2286
15156
3109
4006
627
1063
444
391
3813
6569
14070
2523
320
426
17925
7491
1194
2811
5111
3658
17179
741
3005
1758
1985
5499
83
919
7550
4603
361
1386
474
2375
5717
8392
73
182
40
355
10944
2641
348
4033
5738
2070
18690
3091
730
2481
18472
24701
5021
4852
2398
2030
569
3023
1276
596
233
22301
2637
2701
3416
2416
226
5338
8187
91
2058
3481
8211
12007
1605
4752
6471
540
293
7604
4860
365
14007
16468
5994
1705
837
152
5368
2578
536
6494
5056
3148
4169
593
3820
1874
2000
3176
3376
3749
4898
392
3375
6186
1340
5276
6822
2715
1766
5606
994
5910
7457
1387
432
3730
254
16729
15395
3566
96
1203
3266
10553
581
7254
14146
2104
2295
6720
818
396
12726
107
820
3126
4704
30778
4723
1506
15042
9142
1378
2546
6090
576
3738
1779
5439
258
11779
2084
3084
215
5510
317
10274
3002
5598
12421
1653
1062
7151
164
326
2238
2661
78
8101
1986
2883
3388
3260
133
4425
279
4653
100
755
4244
158
172
3914
2297
5645
4254
170
403
10354
10150
55
5580
2417
1361
128
4779
2938
7175
8760
10626
5615
3153
195
17289
129
1882
3623
3930
1430
707
1402
971
1572
930
551
6966
903
1972
179
855
13160
7391
959
3422
4303
6208
9649
3343
370
16181
19567
1563
48
967
732
9541
2151
204
15405
356
8107
3528
16717
95
2903
2805
2405
3554
14802
2908
6821
623
329
751
2954
1224
4798
454
180
6491
5088
2622
2957
4624
1422
1612
2294
4257
3313
5967
117
438
7147
1470
5847
3745
1881
2846
3268
3662
2947
5559
6304
309
6008
6900
7290
341
1096
286
409
19026
3922
717
5341
4135
389
4705
6065
2797
205
1103
447
5787
558
3306
4209
5298
3233
249
194
534
2512
9443
6332
132
3487
721
11045
7435
20668
3092
4553
457
67
4590
27096
5155
2003
2790
1796
703
1066
6138
6026
224
2633
658
50
1247
955
513
15950
2358
2895
2930
7721
1132
4688
1655
10913
2986
10623
2489
7895
6778
81
557
2006
2117
14537
1197
3447
42
1596
502
90
6514
5458
1013
5151
2688
9492
3657
350
4142
1574
8358
5131
4817
4331
9395
248
862
501
2418
207
4599
10453
1514
5593
6045
246
159
267
3620
3961
7735
141
11873
3344
5363
539
467
12167
2315
1112
1090
9183
347
3676
517
242
8330
2594
342
32847
574
3616
854
4983
8328
1775
236
148
5065
4352
3317
4792
323
11120
1214
294
368
5016
8209
3677
1038
6267
26311
407
4913
1666
200
257
3752
4203
9123
3836
275
1409
4348
613
948
5764
4877
371
936
726
2016
3294
1097
58
3137
666
4730
9083
4713
4969
3347
3628
2905
682
7135
2552
5438
364
2060
6533
1822
4148
4181
8273
3878
1363
3287
11295
2465
2945
1576
6227
912
2583
225
199
3308
611
2106
60
3697
2143
671
2046
9160
4864
422
2982
2991
6067
4407
3165
2839
3006
1870
17658
4492
3573
747
4926
8314
9288
13603
2178
3055
20777
1371
4072
8505
291
4633
201
13505
3945
476
6872
2472
1693
8738
4699
1431
2679
2242
22073
210
3264
4162
5074
4610
157
5112
2454
18583
3039
2588
173
1249
24814
3786
7927
13881
784
9714
7622
3352
7001
3177
6539
4161
31553
8756
150
808
926
4958
331
5353
6388
5020
3486
2906
6448
10998
3811
10942
2477
9153
1324
88
17821
240
12594
4365
1497
4882
11230
3952
217
538
6544
383
2460
2283
5268
6427
1709
5079
1801
6787
